Index,Taxon,Name_in_tree,Clade,Subclade,Subclade_2,Max_age,Min_age,FL,FC,FML,FAP,TL_TLE,TC,HL,HC,HML,HAP,RC,RL_RLE,MtL,Source,Age/notes,Juvenile,Bonebed,Institution,Specimen,FCoval,HCoval,FCe,FCe_meserr,FCe_method,HCe,HCe_meserr,HCe_method,Mass,Mass_lse (log10)
214,Tapuiasaurus_macedoi,Tapuiasaurus,Sauropodomorpha,Titanosauria,Titanosauria,Aptian,Aptian,,,175,,,,,,,,,527,,skull only,,0,0,"MZSP-PV, Museu de Zoologia da Universidade de São Paulo, Brazil",MZSP-PV 807,,,461.92,0.0201,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,,,,,
215,Tastavinsaurus_sanzi,Tastavinsaurus,Sauropodomorpha,Titanosauriformes,Titanosauriformes,Early_Aptian,Early_Aptian,1310,550,210,125,735,,,,,,,,230,Royo-Torres et al. 2006 (reported femoral circumference); Canudo et al. 2008,,0,0,"FCPT-D, Fundación Conjunto Paleontológico de Teruel-Dinópolis, Spain","MPZ 99/9, housed in the museum of FCPT-D in permanent exhibition",534.72,,550,0,measured,452.12,0.0352,HC_for_quadrupedal_sauropodomorphs_using_FC_and_equation_.22.,13996.6133,0.22509414
216,Tazoudasaurus_naimi,Tazoudasaurus,Sauropodomorpha,Sauropoda,Sauropoda,Pliensbachian,Toarcian,1230,,,,,,1030,405,150,87,,,,"Humeral circumference from R. Allain, pers. comm. 26 Mar. 2012; Allain & Aquesbi 2008;femur from 'specimen 8' (To1-381) of Peyer & Allain (2010), humerus and ulna from 'specimen 4' (Pt1) (adult referred specimen 'MNHN Pt1', slightly larger than holotype individual); body mass stated as 'around 8 metric tonnes' based on Anderson et al. 1985 (Peyer & Allain 2010)",multiple individuals,0,1,"Musée des Sciences de la Terre de Rabat, Morocco",,,378.88,491.82,0.0368,FC_for_quadrupedal_sauropodomorphs_using_HC_and_equation_.20.,405,0,measured,10314.95283,0.224653873
217,Tehuelchesaurus_benitezii,Tehuelchesaurus,Sauropodomorpha,Macronaria,Macronaria,Kimmeridgian,Tithonian,1580,730,,,,,1180,615,218,166,370,750,,MPEF-PV 1125 (PDM); Rich et al. 1999; Carballido et al. 2011,,0,0,"MPEF, Museo Paleontológico Egidio Feruglio, Trelew, Argentina",MPEF-PV 1125,,605.95,730,0,measured,615,0,measured,31433.29081,0.152229767
218,Tendaguria_tanzaniensis,not,Sauropodomorpha,Eusauropoda,Eusauropoda,Late_Kimmeridgian,Tithonian,,,,,,,,,,,,,,Bonaparte et al. 2000; two dorsal vertebrae,,0,0,"MB, Museum für Naturkunde, Berlin, Germany","MB.R.2092.1, MB.R.2092.2",,,,,,,,,,
219,Thecodontosaurus_antiquus,Thecodontosaurus,Sauropodomorpha,Sauropodomorpha,Sauropodomorpha_1,Rhaetian,Rhaetian,,,,,,,,,,,,,,,juveniles,1,1,,,,,,,,,,,,
220,Tonganosaurus_hei,not,Sauropodomorpha,Sauropoda,Sauropoda,Early_Jurassic,Early_Jurassic,840,,147,,562,,628,,96,,,498,166,Li et al. 2010; MCDUT 14454,,0,0,MCDUT,MCDUT 14454,,,390.64,0.0202,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,276.53,0.0324,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,4573.711039,0.204350394
221,Tornieria_africana,Tornieria,Sauropodomorpha,Diplodocoidea,Diplodocoidea,Late_Kimmeridgian,Tithonian,1420,545,200,,,,960,,155,89,,,,"Remes 2006; SMNS 12140 (P. Vincent pers. comm. 22 Dec. 2011), right femur of holotype; MB.R.2672 (A 1), right humerus belonging to same individual as type ('skeleton A') (Janensch 1961); 'skeleton k' (a smaller individual, not used here): MB.R.2669 (k 40) (femur), MB.R.2673 or?2573 (k 37) (humerus)",,0,0,"SMNS, MB","SMNS 12140, MB.R.2672",,390.32,545,0,measured,411.07,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,12298.57423,0.18755495
222,Traukutitan_eocaudata,not,Sauropodomorpha,Titanosauria,Titanosauria,Santonian,Santonian,1860,796,,,,,,,,,,,,"MUCPv 204 (DE): femora, and thirteen anterior and middle caudal vertebrae; Salgado & Coria 1993; Juárez Valieri and Calvo 2011",,0,0,"MUCPv, Museo de Geología y Paleontología de la Universidad Nacional del Comahue, Neuquén, Argentina",MUCPv 204,,,796,0,measured,646.87,0.0352,HC_for_quadrupedal_sauropodomorphs_using_FC_and_equation_.22.,38129.12716,0.229706125
223,Trigonosaurus_pricei,not,Sauropodomorpha,Titanosauria,Titanosauria,Maastrichtian,Maastrichtian,,,,,,,,,,,,,,"Campos et al. 2005; MCT 1488-R, MCT 1719-R, vertebrae and ilium",,0,0,"MCT, Museu de Ciências da Terra (Departamento Nacional de Produção Mineral)","MCT 1488-R, MCT 1719-R",,,,,,,,,,
224,Turiasaurus_riodevensis,Turiasaurus,Sauropodomorpha,Eusauropoda,Eusauropoda,Tithonian,Early_Berriasian,,848,,,,,1790,755,308,155,,1180,,CPT-1195-1210 (PDM); Royo-Torres et al. 2006,,0,0,"CPT, Museo de la Fundación Conjunto Paleontológico de Teruel-Dinópolis",CPT-1195-1210,,747.27,848,0,measured,755,0,measured,50923.35438,0.153738928
225,Uberabatitan_ribeiroi,not,Sauropodomorpha,Titanosauria,Titanosauria,Maastrichtian,Maastrichtian,,,,,726,,,,150,,,445,,Salgado & Carvalho 2008; femoral shaft of 'specimen C' 894-UrC (small individual); distal end of 'a much larger femur' 898-UrB; proximal half of humerus of holotype  1030-UrHo; all measurements presented are from holotype,multiple individuals,0,0,"CPP, Centro de Pesquisas Paleontologicas Lewellyn Price, Peiropolis, Brazil.","CPT 894-UrC, 1030-UrHo, 898-UrB",,,,,,413.99,0.0325,HC_for_quadrupedal_dinosaurs_using_HML_and_equation_.17.,,
226,Unaysaurus_tolentinoi,Unaysaurus,Sauropodomorpha,Sauropodomorpha,Sauropodomorpha_1,Norian,Norian,,,,,,,158,,20,,,102,,"Leal et al. 2004; measurements not given in text, measured from figures",,1,1,"UFSM, Universidade Federal de Santa Maria; cast at MN, Museu Nacional/Universidade Federal do Rio de Janeiro","UFSM 11069, MN 6749-V",,,,,,,,,,
227,Venenosaurus_dicrocei,Venenosaurus,Sauropodomorpha,Titanosauriformes,Titanosauriformes,Aptian,Aptian,,,,,,,,,,,235,695,,Tidwell et al. 2001; DMNH 40932,,0,0,"DMNH, Denver Museum of Natural History, Denver, Colorado, USA",DMNH 40932,,,,,,,,,,
228,Volkheimeria_chubutensis,not,Sauropodomorpha,Sauropoda,Sauropoda,Aalenian,Bajocian,655,257,89,72,390,222,,,,,,,,"PVL 4077 (MTC; PDM); Bonaparte 1979, 1986; PVL 4077, femur, tibia, pelvis, and cervical, dorsal, sacral and caudal vertebrae",juvenile,1,0,"PVL, Fundación-Instituto Miguel Lillo, Universidad Nacional de Tucumán, Tucumán, Argentina",PVL 4077,253.6,,257,0,measured,216.32,0.0351,HC_for_quadrupedal_sauropodomorphs_using_FC_and_equation_.22.,1779.915242,0.216311732
229,Vulcanodon_karibaensis,Vulcanodon,Sauropodomorpha,Sauropoda,Sauropoda,Hettangian,Hettangian,1100,,174,140,634,,700,,137,92,,,236,Raath 1972; Cooper 1984; QG 24,,0,0,"QG, National Museum of Zimbabwe, Bulawayo, Zimbabwe",QG 24,494.68,363.19,459.38,0.0201,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,382.25,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,8662.245513,0.198022027
230,Wintonotitan_wattsi,Wintonotitan,Sauropodomorpha,Titanosauriformes,Titanosauriformes,Cenomanian,Cenomanian,,,,,,,,460,195,,,,,QM F7292 (J. Nair pers. comm. 4 May 2012: humeral circumference); Hocknull et al. 2009; QM F7292,,0,0,"QM, Queensland Museum, Brisbane, Australia",QM F7292,,,559.58,0.0367,FC_for_quadrupedal_sauropodomorphs_using_HC_and_equation_.20.,460,0,measured,14677.32845,0.229680124
231,Xenoposeidon_proneukos,not,Sauropodomorpha,Macronaria,Macronaria,Early_Valanginian,Early_Valanginian,,,,,,,,,,,,,,Taylor & Naish 2007; BMNH R2095; dorsal vertebra only,,0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH R2095,,,,,,,,,,
232,Xianshanosaurus_shijiagouensis,not,Sauropodomorpha,Titanosauria,Titanosauria,Cenomanian,Turonian,1260,580,192,,,,,,,,,,,Lu et al. 2009; KLR-07-62,,0,0,"HGM, Henan Geological Museum, Zhengzhou, China",KLR-07-62,,,580,0,measured,476,0.0352,HC_for_quadrupedal_sauropodomorphs_using_FC_and_equation_.22.,16164.17118,0.225634672
233,Xixiposaurus_suni_,not,Sauropodomorpha,Sauropodomorpha,Sauropodomorpha_1,Hettangian,Sinemurian,429,,46,50,356,,289,,31,30,,,160,Seika 2010; ZLJ0108,,0,0,ZJL,ZLJ0108,150.86,95.83,159.22,0.0245,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,230.8663971,0.167256842
234,Yimenosaurus_youngi,not,Sauropodomorpha,Sauropodomorpha,Sauropodomorpha_1,Hettangian,Sinemurian,872,343,,,,,,,,,,,,"YXV8702, paratype (PDM); Bai et al. 1990; paratype represents a larger individual than the type and so is used here (YXV8702, paratype), postcranial skeleton only briefly described, lacking figures and measurements",,0,0,YXV,YXV8702,,,343,0,measured,,,,1904.105591,0.135
235,Yuanmousaurus_jiangyiensis,Yuanmousaurus_jiangyiensis,Sauropodomorpha,Eusauropoda,Eusauropoda,Middle_Jurassic,Middle_Jurassic,1370,450,,,810,,980,360,,,,,,Lu et al. 2006; YMV 601,,0,0,"YMV, Yuanmou Museum, China",YMV 601,,,450,0,measured,360,0,measured,7796.374697,0.15189472
236,Yunnanosaurus_huangi,Yunnanosaurus_huangi,Sauropodomorpha,Sauropodomorpha,Sauropodomorpha_2,Hettangian,Sinemurian,435,,60,55,355,,231,,36,39,,,170,"Young 1942; IVPP V20 (holotype skeleton); a larger femur ('V32t') has FL=460, midshaft width=68",,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V20,180.73,117.86,165.07,0.0222,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,122.84,0.0203,HC_for_all_dinosaurs_using_HCoval_and_equation_.5.,453.7658438,0.190355818
237,Zapalasaurus_bonapartei,Zapalasaurus,Sauropodomorpha,Diplodocoidea,Diplodocoidea,Late_Barremian,Early_Aptian,1000,,170,98,578,,,,,,,,,"Salgado 2006; Pv-6127-MOZ (PDM): Although only the distal half is figured in Salgado et al. (2006), the proximal half is also preserved",,0,0,,Pv-6127-MOZ,428.6,,449.22,0.0201,FC_for_quadrupedal_sauropodomorphs_using_FML_and_equation_.19.,367.96,0.035136503,HC_for_quadrupedal_sauropodomorphs_using_FCe,7987.850957,0.2199086
238,Zby_atlanticus,not,Sauropodomorpha,Eusauropoda,Eusauropoda,Late_Kimmeridgian,Late_Kimmeridgian,,,,,,,1530,620,238,130,350,1040,,PDM,,0,0,,,,590.57,757.29,0.0371,FC_for_quadrupedal_sauropodomorphs_using_HC_and_equation_.20.,620,0,measured,33551.82408,0.229022297
239,Abelisaurus_comahuensis,Abelisaurus,Theropoda,Ceratosauria,Ceratosauria,Early_Campanian,Early_Campanian,,,,,,,,,,,,,,Skull length (425mm) approximately as long as Skorpiovenator (450 mm; MMCH-PV 48),Skull only,0,0,,,,,,,,,,,,
240,Achillesaurus_manazzonei,Achillesaurus,Theropoda,Alvarezsauroidea,Alvarezsauroidea,Santonian,Santonian,,,,,,,,,,,,,,Femoral head only preserved—Measured reconstruction of Martinelli & Vera (2007); femoral length scaled up from Alvarezsaurus by comparing ilia,Poorly preserved,0,0,"MACN, Museo Argentino de Ciencias Naturales, Buenos Aires, Argentina",MACN-PV-RN 1116,,,,,,,,,,
241,Achillobator_giganticus,Achillobator,Theropoda,Dromaeosauridae,Dromaeosauridae,Santonian,Santonian,505,,67.3,,490,,,,,,,260,234.4,Perle et al. 1999; Novas et al. 2009,,0,0,"MNUFR, Mongolian National University, Ulaan Baatar",MUNFR 15,,,214.05,0.0376,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,520.8270318,0.185687087
242,Acrocanthosaurus_atokensis,Acrocanthosaurus,Theropoda,Allosauroidea,Allosauroidea,Late_Aptian,Middle_Albian,1180,426,142,124,895,351,380,195,,,108,210,453,Currie & Carpenter 2000; NCSM 14345,,0,0,"NCSM, North Carolina Science Museum, Raleigh, North Carolina, USA",NCSM 14345,418.31,,426,0,measured,195,0,measured,3454.953577,0.135
243,Adasaurus_mongoliensis,Adasaurus,Theropoda,Dromaeosauridae,Dromaeosauridae,Late_Campanian,Early_Maastrichtian,273,87,,,302,,,,,,,,141,"MPC-D 100/20, but metatarsal from MPC-D 100/21 (NC); Turner et al., 2007",,0,0,"GIN, Geological Institute, Mongolian Academy of Sciences, Ulaan Baatar, Mongolia",GI 100/20,,,87,0,measured,,,,43.82584936,0.135
244,Aerosteon_riocoloradensis,Aerosteon,Theropoda,Allosauroidea,Allosauroidea,Early_Campanian,Early_Campanian,,,,,615,180,,,,,,,,"MCNA-PV-3137, 3139; Sereno et al., 2008; femur length scaled up proportional to tibia length from Australovenator",,0,0,"MCNA, Museo de Ciencias Naturales y Antropológicas (J. C. Moyano) de Mendoza, Mendoza, Argentina.","MCNA-PV-3137, 3139",,,213.52,0.0424,FC_for_bipedal_dinosaurs_using_TC_and_equation_.7.,,,,517.2892221,0.201562551
245,Afrovenator_abakensis,Afrovenator,Theropoda,Megalosauroidea,Megalosauroidea,Middle_Jurassic,Late_Jurassic,760,275,,,,,,,,,,,330,UC OBA 1 (RBJB),,0,0,"UC OBA, University fo Chicago, Department of Organismal Biology, Chicago, USA",UC OBA 1,,,275,0,measured,,,,1037.205444,0.135
246,Albertonykus_borealis,Albertonykus,Theropoda,Alvarezsauroidea,Alvarezsauroidea,Early_Maastrichtian,Early_Maastrichtian,,,,,191,,,,,,,13,,"Longrich & Currie, 2009; femoral length scaled up from Mononykus by compring tibia",,0,0,"TMP, Royal Tyrrell Museum of Paleontology, Drumheller, Canada",TMP 2001.45.91,,,45.06,0.0872,FC_for_bipedal_dinosaurs_using_TL_and_equations_.12...14.,,,,7.180913338,0.302961212
247,Albertosaurus_sarcophagus,Albertosaurus,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Late_Campanian,Early_Maastrichtian,1020,350,,,1026,,305,,,,,134,,"ROM 807; Carr et al. 2005, supplemental data; Erickson et al. 2004 gives a list of femoral lengths and mass estimates using the equation of Anderson et al. (2004) for other specimens",,0,0,"ROM, Royal Ontario Museum, Toronto, Canada",ROM 807,,,350,0,measured,,,,2012.857972,0.135
248,Alectrosaurus_olseni,not,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Middle_Campanian,Late_Campanian,661,229,,72.3,722,202,,,,,,,486,AMNH 6554 (MTC); Mader & Bradley 1989,,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 6554,,,229,0,measured,,,,627.0519536,0.135
249,Albinykus_bataar,Albinykus,Theropoda,Alvarezsauroidea,Alvarezsauroidea,Santonian,Campanian,65,,6.3,,113,,,,,,,,81,Nesbitt et al. 2011; IGM 100/3004,Bone histology and skeletal fusion suggests adult,0,0,"IGM (Institute of Geology, Mongolia)",IGM 100/3004,,,22.57,0.0384,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,1.073192132,0.180624527
250,Alethoalaornis_agitornis,not,Theropoda,Avialae,Avialae,121,119.4,28.3,,,3.3,28.8,,29.3,,,,,26.7,18.3,Li et al 2007; LPM 00038 (largest individual),,0,0,"LPM, Liaoning Paleontological Museum",LPM 00038,,,10.2902478,0.0516,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,,,,0.123844668,0.199193188
251,Alexornis_antecedens,not,Theropoda,Avialae,Avialae,Campanian,Campanian,,,2,1.8,,,,,2.3,1.8,,,,"Brodkorb 1976, LACM 33213",,0,0,"LACM, Los Angeles County Museum, California, USA",LACM 33213,5.97,6.46,6.66,0.0259,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,0.037444986,0.161077091
252,Alioramus_spp.,Alioramus,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Late_Campanian,Early_Maastrichtian,560,170,57,44,,,,,,,,,,"Brusatte et al., 2009b, 2012",juvenile,1,0,"IGM (Institute of Geology, Mongolia)",IGM 100/1084,159.31,,170,0,measured,,,,276.4278135,0.135
253,Allosaurus_fragilis,Allosaurus,Theropoda,Allosauroidea,Allosauroidea,Kimmeridgian,Tithonian,973,381,129,115.7,766,322,,,,,,,402,AMNH 680 (MTC),,0,0,"AMNH, American Museum of Natural History, New York, USA",AMNH 680,384.66,,381,0,measured,,,,2541.813594,0.135
254,Allosaurus_fragilis,not,Theropoda,Allosauroidea,Allosauroidea,Kimmeridgian,Tithonian,742,,,,706.5,,318,,,,,200,346,MOR 693 (MTC) -more data available\,,0,0,"MOR, Museum of the Rockies, Bozeman, Montana, USA",MOR 693,,,254.49,0.0582,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,,,,838.1429688,0.235048273
255,Allosaurus_fragilis,not,Theropoda,Allosauroidea,Allosauroidea,Kimmeridgian,Tithonian,850,,95,,690,,310,,,,,222,327,Gilmore 1920; USNM 4734,,0,0,"USNM, United Stated National Museum, Washington DC, USA",USNM 4734,,,296.96,0.0378,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,1281.137437,0.18394811
256,Alvarezsaurus_calvoi,Alvarezsaurus,Theropoda,Alvarezsauroidea,Alvarezsauroidea,Santonian,Santonian,,,10.3,9.7,,,,,,,,,82,"MUCPv 54; Bonaparte 1991, 1996; metatarsus (75 mm) slightly longer than the Tugrik alvarezsaur",,0,0,"MUCPv, Museo de Geología y Paleontología de la Universidad Nacional del Comahue, Neuquén, Argentina",MUCPv 54,31.42,,34.06,0.0249,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,3.326690643,0.16398654
257,Alxasaurus_elesitaiensis,Alxasaurus,Theropoda,Therizinosauria,Therizinosauria,Aptian,Aptian,555,,,,,,375,,,,,245,,Russell & Dong 1993b; IVPP 88402,,0,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China","IVPP 88402 (two individuals, measurements of 'larger individual')",,,183.21,0.0581,FC_for_bipedal_dinosaurs_using_FL_and_equations_.9...11.,,,,339.5740645,0.233821335
258,Ambiortus,Ambiortus,Theropoda,Avialae,Avialae,Hauterivian,Hauterivian,,,,,,,,,,,,,,Kurochkin 1985; neck and parts of wing bones only,,0,0,,,,,,,,,,,,
259,Anchiornis_huxleyi,Anchiornis,Theropoda,Troodontidae,Troodontidae,Late_Bathonian,Early_Kimmeridgian,66.2,,,5.7,102.144,,69,,,,,54,55.2,Xu et al. 2008; Hu et al. 2009; LPM-B00169 - femoral anteroposterior diameter measured from figure,slab specimens,0,0,"LPM, Liaoning Paleontological Museum",LPM-B00169 ,,,18.0665016,0.0502,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,,,,0.582019507,0.197988889
260,Angaturama_limai,Angaturama,Theropoda,Megalosauroidea,Megalosauroidea,Early_Albian,Early_Albian,,,,,,,,,,,,,,Kellner & Campos 1996,,0,0,,,,,,,,,,,,
261,Aniksosaurus_darwini,not,Theropoda,basal_coelurosaur,basal_coelurosaur,Cenomanian,Cenomanian,247,,27,,,,,,,,,,,Martinez & Novas 2006; MDT-PV 1/3 (largest femur),,0,0,"MDT, Museo Desiderio Torres -Paleovertebrados, Sarmiento, Chubut, Argentina",MDT-PV 1/3 (largest femur),,,89.91,0.0375,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,47.9749259,0.183106662
262,Anserimimus_planinychus,Anserimimus,Theropoda,Ornithomimosauria,Ornithomimosauria,Late_Campanian,Early_Maastrichtian,433,145,,,472,125,250,,,,,226,299,"Barsbold, 1988; Holtz, 1994; GIN 100/300",,0,0,"GIN, Geological Institute, Mongolian Academy of Sciences, Ulaan Baatar, Mongolia",GIN 100/300,,,145,0,measured,,,,178.5081025,0.135
263,Anzu_wylei,Anzu,Theropoda,Oviraptorosauria,Oviraptorosauria,Late_Maastrichtian,Late_Maastrichtian,525,,50,,660,,345,,,,,280,,Lamanna et al. 2014; CM 78000,,0,0,CMNH,CM 78000,,,161.43,0.0375,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,239.7837389,0.184321778
264,Aorun_zhaoi,Aorun,Theropoda,basal_coelurosaur,basal_coelurosaur,Callovian,Callovian,,,,,119,,,,,,,,78,Choiniere et al. 2014; IVPP V15709,,1,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V15709,,,23.98,0.0884,FC_for_bipedal_dinosaurs_using_TL_and_equations_.12...14.,,,,1.267746361,0.303917039
265,Apatornis_celer,not,Theropoda,Avialae,Avialae,Coniacian,Santonian,,,,,,,,,,,,,,"Clarke 2004; YPM 1451, a partial sacrum ",,0,0,"YPM, Yale Peabody Museum, New Haven, Connecticut, USA",YPM 1451,,,,,,,,,,
266,Appalachiosaurus_montgomeriensis,Appalachiosaurus,Theropoda,Tyrannosauroidea,Tyrannosauroidea,Middle_Campanian,Middle_Campanian,786,260,,,762,245,,,,,,,,"Carr et al., 2005",,0,0,"RMM, Red Mountain Museum (collection curated at the McWane Center),
Birmingham, USA",RMM 6670,,,260,0,measured,,,,888.9836367,0.135
267,Apsaravis_ukhaana,Apsaravis,Theropoda,Avialae,Avialae,Late_Campanian,Late_Campanian,41,,3,3,,,48,,,,,43,26,Norell & Clarke 2001; IGM 100/1017,,0,0,"IGM (Institute of Geology, Mongolia)",IGM 100/1017,9.42,,10.42,0.0257,FC_for_all_dinosaurs_using_FCoval_and_equation_.4.,,,,0.128185429,0.163495129
268,Archaeopteryx_lithographica,not,Theropoda,Avialae,Avialae,Early_Tithonian,Early_Tithonian,53,,3.5,,65.76,,64,,,,,54,,"Berlin specimen; Wellnhofer (1974), Yalden (1984)",juvenile; Erickson et al. 2009,1,0,"MB, Museum für Naturkunde, Berlin, Germany",,,,12.92,0.039,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,0.231530643,0.180090338
269,Archaeopteryx_lithographica,Archaeopteryx,Theropoda,Avialae,Avialae,Early_Tithonian,Early_Tithonian,70,,6.5,,89.5,,83,,,,,,47.8,Wellnhofer 1992: 'Solnhofen specimen',juvenile; Erickson et al. 2009,0,0,,,,,23.25,0.0383,FC_for_bipedal_dinosaurs_using_FML_and_equation_.6.,,,,1.164447017,0.178439069
270,Archaeorhynchus_spathula,Archaeorhynchus,Theropoda,Avialae,Avialae,Late_Barremian,Early_Aptian,37,,,3.5,40.8,,53,,,,,,20,Zhou et al 2006; IVPP V14287,juvenile,1,0,"IVPP, Institute of Vertebrate Paleontology and Paleoanthropology, Beijing, China",IVPP V14287,,,10.93309074,0.0514,FC_for_bipedal_dinosaurs_using_FAP_and_equation_.8.,,,,0.146295454,0.199848887
271,Archaeornithoides_deinosauriscus,not,Theropoda,Troodontidae,Troodontidae,Late_Campanian,Late_Campanian,,,,,,,,,,,,,,juvenile skull only; Elzanowski & Wellnhofer 1992,juvenile,1,0,,,,,,,,,,,,
272,Archaeornithomimus_asiaticus,Archaeornithomimus,Theropoda,Ornithomimosauria,Ornithomimosauria,Middle_Campanian,Late_Campanian,402,148,,46,423,,275,,,,,202,,Gilmore 1933; + MTC measurements: AMNH 6570; 6566 (forelimb),bonebed,0,1,"AMNH, American Museum of Natural History, New York, USA",AMNH 6570,,,148,0,measured,,,,188.8466878,0.135
273,Aristosuchus_pusillus,not,Theropoda,basal_coelurosaur,basal_coelurosaur,Barremian,Barremian,,,,,,,,,,,,,,"Seeley 1887, partial pelvis and vertebrae only",,0,0,"BMNH, Natural History Museum, London, United Kingdom",BMNH R178,,,,,,,,,,
274,Asiahesperornis_bazhanovi,not,Theropoda,Avialae,Avialae,Maastrichtian,Maastrichtian,,,,,,,,,,,,,,"Nessov & Prizmelin 1991 ; distal tibiotarsus, tarsometatarsi and vertebrae; Dyke et al. 2006: 'tarsometatarsus comparable in size to Hesperornis regalis'",,0,0,IZASK,IZASK 5/287/86a,,,,,,,,,,
